username,tweet_id,date,text,tweet_length,topic,topic_labels,sentiment
williamsruto,1503057484809920515,2022-03-13 17:16:44+00:00,"Today in Githurai and Thika, leaders from Kiambu, Nairobi counties and across Kenya rejected the politics of worshi ",116,12,politics,neutral
railaodinga,1500424942302765056,2022-03-06 10:55:57+00:00,RT I am a woman phenomenally. Phenomenal woman that s me mayaka IWD2022 BreakTheBias ,85,6,,positive
williamsruto,1467475612893945861,2021-12-05 12:47:05+00:00,"Enjoyed today's summon by Bishop Dr James Njoroge, Senior Pastor at the Pentecostal Evangelistic Fellowship of Afri ",116,0,,positive
railaodinga,1167063362771062784,2019-08-29 13:16:03+00:00,I visited the Galana Model Farm Project in Tana River County which seeks to use a different model to revive the Gal ,116,3,,neutral
williamsruto,1481649813758242818,2022-01-13 15:30:17+00:00,"Young people are not material for handouts and stipends. They are skilled, talented and enterprising and, therefore ",116,7,,neutral
williamsruto,1523323903375859713,2022-05-08 15:28:15+00:00,"Joined farmers, professionals, traders, politicians, among other stakeholders, in the validation of the Trans Nzoia ",116,2,,neutral
railaodinga,1499344886063112195,2022-03-03 11:24:11+00:00,Wakaazi wengi huku Nyamira ni wakulima. Tuko na mipango kabambe ya kuimarisha ukulima na kuinua maisha ya watu wa e ,116,11,,neutral
williamsruto,1456996093758099461,2021-11-06 14:45:13+00:00, ,1,0,,neutral
williamsruto,1545394784478568452,2022-07-08 13:10:03+00:00,"I join the Nation of Japan, its people and the world in mourning the passing of former Prime Minister Shinzo Abe. H ",116,7,,neutral
williamsruto,1530148128489410561,2022-05-27 11:25:17+00:00,"Leaders present were MPs , Jane Chebaibai, , , Janet Sitienei, Kangogo Bo ",74,13,,neutral
williamsruto,1516865031253680128,2022-04-20 19:43:00+00:00,"Iftar, Karen Residence, Nairobi County. ",40,12,family,neutral
williamsruto,1509580402935095296,2022-03-31 17:16:29+00:00,"Mathias Robi Kuria West , and former Governors Issa Timamy Lamu , Hussein Dado Tana River and Ahmed Ali Mukhtar ",112,3,politics,neutral
williamsruto,1425847728677048320,2021-08-12 15:52:44+00:00,"Hosted the Borana Council of Elders from Isiolo led by the chair Abdullahi Gonjobe in Karen, Nairobi County. Also p ",116,12,,neutral
railaodinga,1510271206599057408,2022-04-02 15:01:29+00:00,Lomut pia wamesema wako tayari kujumuika na wakenya wenzao katika Azimio. Tutasonga mbele pamoja. Inawezekana ,110,1,,neutral
williamsruto,1544630895738556418,2022-07-06 10:34:38+00:00,"Hustlers in Moyale, Marsabit County. ",37,11,,neutral
williamsruto,1466743791587663873,2021-12-03 12:19:05+00:00,"During the United Democratic Alliance Party s engagement with Kenyans living and working in the Middle East, Asia, ",115,17,politics,neutral
williamsruto,1510203223235170306,2022-04-02 10:31:21+00:00,The United Democratic Alliance lauds Mr Munene Njiru for dropping his bid for the Kirinyaga senatorial seat and cho ,116,2,politics,positive
railaodinga,1451209764512337921,2021-10-21 15:32:24+00:00,"Claire wambui, a 9 year old from Kiambu Primary school. Good seeing you little one. Got plans for you. ",103,3,,positive
williamsruto,1522254654968578048,2022-05-05 16:39:26+00:00,The reception of the Bottom Up Economic agenda underscores the demand for idea driven economy centred leadership in ,116,17,,positive
railaodinga,1241330209653170176,2020-03-21 11:45:59+00:00,Attended the National Prayer Day service hosted by President Uhuru Kenyatta and led by a cross section of religious ,116,12,,neutral
railaodinga,1482268010551328769,2022-01-15 08:26:47+00:00,"Meeting Mt Kenya Region Leaders and Opinion Shapers at MKU grounds, Thika, Kiambu County. AzimioMtaaniThika ",108,14,,neutral
williamsruto,1452565993134428166,2021-10-25 09:21:34+00:00,"Smallscale traders empowerment at Mtito Andei, Kibwezi East, Makueni County. ",77,8,,neutral
williamsruto,1427317085722529792,2021-08-16 17:11:26+00:00,"We undertake to combine our efforts with Meru politicians and grassroots leaders, and rally behind the Hustler cand ",116,17,,positive
williamsruto,1416047673799491594,2021-07-16 14:50:48+00:00,"During the burial of Mzee Munyori, father to my staffer Munyori Buku, at their home in Ruru, Mathioya, Murang a Cou ",116,9,family,neutral
williamsruto,1531261978467090432,2022-05-30 13:11:19+00:00,"In Kiserian, Kajiado County, engaged farmers, hawkers, Mama Mboga, Boda Boda, Matatu operators, grassroots leaders, ",116,8,,neutral
williamsruto,1432394221990854659,2021-08-30 17:26:09+00:00,Sharing a cup of tea with the new security team as I welcome them to the Official Residence of the Deputy President. ,117,18,,positive
railaodinga,978370343990513664,2018-03-26 20:37:21+00:00,At JKIA following up on Dr Miguna Miguna's ordeal ,50,0,,neutral
williamsruto,1467071427174088708,2021-12-04 10:00:59+00:00,"... Kiharu , Kandara , Kikuyu , Rahab Mukami Nyeri , Muran ",59,13,family,neutral
williamsruto,1542116833075003393,2022-06-29 12:04:38+00:00,Attended the Independent Electoral and Boundaries Commissions IEBC consultative meeting with Presidential candida ,114,9,politics,neutral
railaodinga,1518635209134067714,2022-04-25 16:57:03+00:00,"Thank you Ms Florizelle Liser, President and CEO, Corporate Council on Africa in Washington DC for the incisive th ",115,0,,positive
railaodinga,1540694092333694976,2022-06-25 13:51:10+00:00,"Our administration will use manufacturing complemented by agriculture, livestock, the blue economy, and ICT as the ",115,14,,neutral
williamsruto,1464920909932744712,2021-11-28 11:35:36+00:00, ,1,0,,neutral
railaodinga,1487743184243511296,2022-01-30 11:03:10+00:00,One Love Kanairo. AzimioLaUmoja Inawezekana ,44,11,love,neutral
railaodinga,1151802753095782400,2019-07-18 10:35:50+00:00,The aim being identifying barriers to growing the workforce and discussing opportunities for collaborative solution ,116,1,,neutral
railaodinga,835077000469577728,2017-02-24 10:40:46+00:00,Mourning the late Governor of Nyeri H. E Nderitu Gachagua. Full condolence message here ,88,7,,neutral
railaodinga,873583660129234945,2017-06-10 16:52:29+00:00,Ukambani NASA HAWA ,19,7,space,neutral
williamsruto,1459484654482907144,2021-11-13 11:33:52+00:00,"In the company of Patrick Wainaina Thika town , Kimani Ichung'wa Kikuyu , Njuguna Wanjiku Kiambaa , Isaac Mwaura ",113,3,,neutral
williamsruto,1434536705541935112,2021-09-05 15:19:37+00:00,"Interacting with wananchi at Githurai, Kiambu County. ",54,2,,neutral
railaodinga,1046429984502534145,2018-09-30 16:02:04+00:00,I was happy and glad to join fans in Kisumu to watch as the SPLChampions2018 were crowned. Congratulations ,107,7,sports,positive
railaodinga,1006141055258030081,2018-06-11 11:48:15+00:00,Leaders of the Kikuyu Council of Elders called on me at Capitol Hill sq. I assured them that the war on corruption ,115,12,,neutral
williamsruto,1483493510129065993,2022-01-18 17:36:29+00:00,"That is our main concern that is anchored on the fresh, inclusive and progressive Bottom Up Economic Model. ",108,16,,positive
williamsruto,1526604345659334657,2022-05-17 16:43:33+00:00,Kenya Kwanza associates with this milestone and commits to channel more funds to the grassroots to drive further ou ,116,7,family,positive
railaodinga,1485240284560691205,2022-01-23 13:17:32+00:00,Ni Love tu huku Nakuru AzimioMtaaniNakuru OneLove Inawezekana ,62,11,love,neutral
williamsruto,1499748751128338433,2022-03-04 14:09:00+00:00," Tharaka Nithi , former Senator , MCAs and political aspirants engaged wananchi on our Bott ",92,5,politics,neutral
williamsruto,1468589469632798726,2021-12-08 14:33:09+00:00,Leadership is a defining quality in the story of every country. Kenya needs leaders who are focused on things that ,115,18,,positive
williamsruto,1442072891093303298,2021-09-26 10:25:44+00:00,"Thanksgiving service at the A.I.P.C.A, St. Lorent Angaine Church Timau, Buuri constituency, Meru County and later ",114,2,,neutral
williamsruto,1433862051437457409,2021-09-03 18:38:47+00:00,"Ultimately, this will spur economic growth of the marginalised regions, generate jobs, eradicate poverty and foster ",116,14,fruits,positive
williamsruto,1513790809203740674,2022-04-12 08:07:08+00:00,"Held talks with the Vice President of Liberia who is also the President of the Senate, Jewel Taylor at the Karen Of ",116,18,,neutral
railaodinga,1418468772390785027,2021-07-23 07:11:23+00:00,"RT Tucked in with no belt, one of the few occasions where I actually wore trousers. Childhood was sun and fun with Jaramogi, ",125,9,,positive
williamsruto,1486363545470214145,2022-01-26 15:40:59+00:00,We are united by the mission to change the destiny of our nation. This mission is unstoppable. We will stand togeth ,116,16,,positive
railaodinga,1430461319371689984,2021-08-25 09:25:29+00:00,Dar es Salaam I passed by to visit the families of my good friends Presidents Benjamin Mkapa and John Magufuli. G ,114,10,family,neutral
williamsruto,1490653543338065927,2022-02-07 11:47:54+00:00,With party leaders ANC and Ford Kenya . Accompanied by MPs Sakwa Bunyasi Nambale ,81,3,politics,neutral
railaodinga,893317110088249344,2017-08-04 03:46:10+00:00,"3 Days to NaneNane the Day of Change. Dear Kenyans, let's keep marching. ",73,18,,positive
williamsruto,1416389806658138119,2021-07-17 13:30:19+00:00,"Bishop Dr George Mwangome Chipa was a true faith leader whose sermons were authentic, targeted, rich and thought pr ",116,17,,positive
williamsruto,1464940256864739331,2021-11-28 12:52:29+00:00,"Gathoni Wamuchomba Kiambu Women Rep. , Wilson Sossion Nominated , others were former MP Njogu Barua Gichugu , Fe ",113,5,,neutral
williamsruto,1544012168399552512,2022-07-04 17:36:01+00:00,"Thanked the people of Kibirichia, Gitimene and Tutua in Buuri Constituency, Meru County, for their support. ",108,2,,positive
williamsruto,1455886377011322886,2021-11-03 13:15:35+00:00,"Rahab Mukami Nyeri , Patrick Wainaina Thika Town , Gathoni Wa Muchomba Kiambu , Njuguna Wanjiku Kiambaa , ",106,3,,neutral
railaodinga,1193530156721344518,2019-11-10 14:05:38+00:00,Asanteni sana Kibra. ,21,11,family,neutral
railaodinga,1437394279454945282,2021-09-13 12:34:36+00:00,Maa lands are part of our plan to transform rural Kenya. You're part of our plan for massive investment in rural in ,116,3,family,positive
williamsruto,1536334034518872064,2022-06-13 13:05:52+00:00,The interests of the people cannot co exist alongside state capture. We will eliminate conflict of Interest in lead ,116,18,insecurity,neutral
williamsruto,1505493594085498883,2022-03-20 10:36:58+00:00,"Welcome to the Hustler Nation former Tana River Governor Hussein Dhado, the Speaker of the County Assembly, 14 MCAs ",116,3,,positive
williamsruto,1489656111464648720,2022-02-04 17:44:28+00:00,"We have a plan The prosperity of all Kenyans. Our pride is the contentment of farmers, the rise of young people an ",115,17,,positive
railaodinga,1416475668951535620,2021-07-17 19:11:30+00:00,My heartfelt condolences to the family of my friend Mzee Hassan Chitembe Bundu. He stood firm with ,99,12,family,positive
railaodinga,1297928741369282560,2020-08-24 16:08:20+00:00,"As we look back on the past 47 years together, I'm reminded of all the love and support Ida has given me over the y ",116,4,family,positive
railaodinga,1480080054143041536,2022-01-09 07:32:38+00:00,Vibing and driving into 2022 with some new friends. Perhaps in another life I could have been a taxi driver. ,109,2,,positive
railaodinga,1477568646260142080,2022-01-02 09:13:11+00:00,Mama Ida and I have received with shock and heavy hearts news of the passing of my long time friend Charles Njonjo. ,116,0,family,neutral
williamsruto,1431538568283840513,2021-08-28 08:46:06+00:00, ,1,0,,neutral
williamsruto,1467180658258853891,2021-12-04 17:15:02+00:00,"Kirinyaga Governor , MPs Rigathi Mathira , Kiharu , Kandara , ",62,13,politics,neutral
railaodinga,913801575390257152,2017-09-29 16:24:07+00:00,Fellow Principal Hon. and I had the honour of attending the Provincial Synod of the Anglican Churc ,99,2,,neutral
williamsruto,1481325527612993539,2022-01-12 18:01:42+00:00,"Wrapped up our Day One development tour of Nairobi County at Soweto, Kayole Corner and Kayole Junction in Embakasi ",115,2,,neutral
williamsruto,1456236365788614660,2021-11-04 12:26:19+00:00,Elimination of cartels and brokers in the agriculture chain of production will be our starting point in securing ma ,116,8,insecurity,neutral
williamsruto,1452187188637077517,2021-10-24 08:16:20+00:00,My deepest condolences and sympathies to the family and friends of Mzee Ahmed Dakauw following his death. Mzee Daka ,116,15,family,neutral
williamsruto,1455204060781555716,2021-11-01 16:04:19+00:00,Politics is about interests. Youths should register to vote for a Government that will address their needs. ,108,17,politics,neutral
railaodinga,976812130853830656,2018-03-22 13:25:34+00:00,My Brief to NASA Senators on the Commencement of the National Dialogue Process ,79,14,,neutral
williamsruto,1523587225111642112,2022-05-09 08:54:36+00:00,Welcome to the people's coalition. UDA governor candidate Hassan Omar and Nyali MP were present. ,97,5,politics,positive
williamsruto,1435215592747831308,2021-09-07 12:17:16+00:00,"Had a consultative meeting with grassroot leaders and opinion shapers from Gatanga, Murang'a County at Karen reside ",116,12,,neutral
williamsruto,1452715907071942657,2021-10-25 19:17:17+00:00,"As a Hustler Nation, we are committed to ensuring that ordinary Kenyans earn a decent living. ",94,17,,positive
railaodinga,1403579650182463488,2021-06-12 05:07:20+00:00,None of the projects launched or mentioned during the Madaraka period are owned by or meant to serve Kisumu county ,115,5,,neutral
railaodinga,847447481491218435,2017-03-30 13:56:39+00:00,I reiterated my commitment to the success of the Devolution Project in Kisii speaking counties and across the count ,116,4,,positive
williamsruto,1470054774108217348,2021-12-12 15:35:45+00:00,"Joined President Uhuru Kenyatta, other leaders and dignitaries for the Jamhuri Day celebrations at Uhuru Gardens, N ",116,9,politics,neutral
williamsruto,1456596098563325957,2021-11-05 12:15:46+00:00,Our priority under the Bottom m Up Economic Model is to invest in businesses that will create jobs for the millions ,116,17,,positive
railaodinga,1536662937984704512,2022-06-14 10:52:48+00:00,Great vybes from our people in Mtito Andei and Machinery towns in Makueni County. That s some great fun. Let s ke ,114,19,,positive
railaodinga,1488566277140627465,2022-02-01 17:33:51+00:00,Set a reminder I ll be speaking to the Maa on radio at 7.30am tomorrow. To the early birds. ,92,6,family,neutral
railaodinga,921411706185756672,2017-10-20 16:24:04+00:00,We pass our condolences to all the bereaved families and vow to follow up each case with a view to bringing those r ,116,10,family,neutral
railaodinga,1533506574832095237,2022-06-05 17:50:33+00:00,"Kesho ni siku ya kihistoria Kenya, mwamko mpya wa taifa Azimio la Umoja ni Azimio la Wananchi Inawezekana ",106,11,,neutral
railaodinga,1094614054658850820,2019-02-10 15:08:22+00:00,The future is indeed very bright for our continent and we must continue pulling together as a people for greater su ,116,9,fruits,positive
railaodinga,976041414831300608,2018-03-20 10:23:01+00:00,"Hon Wilson Sossion the Kenya National Union of Teachers, Secretary General and nominated MP paid me a courtesy call ",116,15,,neutral
williamsruto,1467475731869581313,2021-12-05 12:47:33+00:00," Kiharu , Kikuyu , Malindi , John Kaguchia Nyeri Speaker and Ferdinand ",71,3,family,neutral
williamsruto,1512832467090169859,2022-04-09 16:39:01+00:00,"Other leaders present were Governor , MPs Mathira , Kandara , ",62,13,,neutral
railaodinga,1267304867338481665,2020-06-01 04:00:00+00:00,My message to Kenyans as we commemorate MadarakaDay ,52,7,,neutral
williamsruto,1541622123931787265,2022-06-28 03:18:50+00:00,This election is about the aspirations of our young people. ,60,7,politics,neutral
williamsruto,1419197353425260544,2021-07-25 07:26:31+00:00,"Sunday Mass at St. Joseph Catholic Church, Rurii, Ol kalou, Nyandarua County. ",78,5,,neutral
railaodinga,1028946569792499712,2018-08-13 10:09:13+00:00,A delegation led by ODM Women league chair Beth Syengo called on me at Capital Hill Sq. We discussed recent politic ,116,12,politics,neutral
railaodinga,1490609708679544833,2022-02-07 08:53:43+00:00, ,1,0,,neutral
railaodinga,1495440060854022152,2022-02-20 16:47:49+00:00,RT Thank you Mombasa AzimioMtaaniMombasa ,41,9,,positive
williamsruto,1490333779633844235,2022-02-06 14:37:16+00:00,"With the people of Luanda, Majengo and Serem in Vihiga County in the company of Party Leaders ANC ",98,3,politics,neutral
railaodinga,1463489021972209666,2021-11-24 12:45:47+00:00,"Devolution had powerful opponents, but it is here and working. In the years ahead, we must renew the contract betw ",115,14,fruits,positive
railaodinga,1527361328049860623,2022-05-19 18:51:32+00:00,We walked down memory lane to discuss the shared history of our countries aimed at forging stronger ties moving int ,116,7,,positive
williamsruto,1442077546556772356,2021-09-26 10:44:14+00:00, ,1,0,,neutral
railaodinga,1493494114914127874,2022-02-15 07:55:19+00:00,RT Baba and Emmanuel Musindi are dropping a BIG TUNE at 11am here gt and on his Facebook page. Ba ,98,9,,neutral
williamsruto,1519632524418367490,2022-04-28 11:00:01+00:00,"Parliamentary candidates Nelson Koech Belgut , Hilary Kosgei Kipkelion West , Joseph Cherorot Kipkelion East , B ",113,5,politics,neutral
williamsruto,1500380326941634566,2022-03-06 07:58:40+00:00,Congratulations and Brigid Kosgei for winning and breaking course records for the men and women Toky ,101,6,sports,positive
williamsruto,1464269627740069892,2021-11-26 16:27:38+00:00,"Shared the bottom up agenda with residents of Kariamu, Olkalau, Pesi, Mastoo and Subuku centres. ",97,3,,neutral
williamsruto,1427988562172121089,2021-08-18 13:39:38+00:00,"Others were County Assembly Speaker Ekitela Lokaale, Leader of Majority Bethwel Lochor and the County Assembly Lead ",116,3,politics,neutral
williamsruto,1492512964041224195,2022-02-12 14:56:34+00:00,Appreciated the overwhelming support of Kakamega County residents to Kenya Kwanza at the Amalemba Grounds in the ,113,2,sports,positive
williamsruto,1458397791554781187,2021-11-10 11:35:03+00:00,"Supported Mama Mboga, Boda Boda, Juakali, Mkokoteni operators and other small traders in Kondele, Kisumu Central, K ",116,8,family,neutral
williamsruto,1469604474293526528,2021-12-11 09:46:25+00:00,"Conflicts among pastoral communities have always been about resources. To tame the problem, and facilitate peace, w ",116,14,,neutral
williamsruto,1486292596485939206,2022-01-26 10:59:03+00:00,"Through this union, we will tackle ethnicity, create opportunities for millions of ordinary Kenyans and confront po ",116,1,fruits,neutral
railaodinga,1507700636703416322,2022-03-26 12:46:58+00:00,Shianda nimeskia na nimefurahia wito wenyu wa kuunga mkono Azimio kikamilifu. Asanteni. AzimioMtaaniKakamega ,109,11,,neutral
williamsruto,1500165462222585856,2022-03-05 17:44:52+00:00,"Alfred Agoi Sabatia , Njuguna Wanjiku Kiambaa , Kapseret and Catherine Wambilyanga Bungoma . ",93,8,family,neutral
railaodinga,838021929860796416,2017-03-04 13:42:52+00:00,"Touring the Olusegun Obasanjo Presidential Library in Abeokuta, Nigeria alongside my good friend, former UN Secret ",115,16,politics,neutral
railaodinga,1509858341182451713,2022-04-01 11:40:55+00:00,Touchdown It feels good to catch up with some of my long time friends in Iten. Inawezekana ,91,10,family,positive
williamsruto,1500829311854686210,2022-03-07 13:42:46+00:00,The mandate of the Independent Electoral and Boundaries Commission IEBC is exclusive. The Provincial administrati ,114,7,,neutral
railaodinga,1255469788803084289,2020-04-29 12:11:37+00:00,"I mourn the passing of two senior citizens of our country today Mama Esther Mwenda Ngala, widow to the late Ronald ",115,0,,neutral
williamsruto,1494653333675679744,2022-02-18 12:41:38+00:00,"Met wananchi at Jamaica in G th ng ri Constituency, Kamburu and Kahuruko Shopping Centres in Lari Constituency, Kia ",116,2,,neutral
railaodinga,1195665584970706944,2019-11-16 11:31:04+00:00,Visited Governor at his Vipingo residence to wish him quick recovery following his recent hospitaliz ,101,12,,positive
railaodinga,1331225857889886215,2020-11-24 13:19:12+00:00,I received a delegation of Leaders from Samburu County led by former Ps Dr. Richard Lesiyampe. We were thereafter j ,116,5,,neutral
railaodinga,1447585910434975751,2021-10-11 15:32:30+00:00,"Congratulations Benson Kipruto on winning the men's race, and hats off to Diana Kipyogei, Edna Kiplagat, Mary Ngugi ",116,6,sports,positive
williamsruto,1431972968276561924,2021-08-29 13:32:15+00:00," Nominated , Samuel Gachobe Subukia , Joseph Tonui Kuresoi South and Charity Kathambi Njoro . ",94,19,family,neutral
williamsruto,1442866252100161536,2021-09-28 14:58:16+00:00,It just requires deliberate focusing of resources under the revolutionary Bottom Up Economic Model to activate its ,115,1,,neutral
railaodinga,982243275116433409,2018-04-06 13:07:00+00:00,I had an interactive session with members of the Peoples Parliament whose membership is drawn from all the counties ,116,8,,neutral
railaodinga,1442170009136992256,2021-09-26 16:51:39+00:00,"RT The train left the station months back We have pronounced ourselves in the past, moreso in the SIKRI declaration with our ",125,4,,neutral
railaodinga,1412777322525204484,2021-07-07 14:15:36+00:00,Thanks for the warm welcome and insightful discussion Governor . I enjoyed spending part of the af ,99,15,,positive
williamsruto,1430853333875560450,2021-08-26 11:23:13+00:00,"The revolutionary bottom up economic model will be implemented with the energy, focus and resources as other Govern ",116,17,,neutral
railaodinga,1172046075391352833,2019-09-12 07:15:34+00:00,"The death of legendary rhumba singer Juma Toto has robbed the country, Africa and the music industry of one of its ",115,19,,neutral
railaodinga,1038654927529275392,2018-09-09 05:06:46+00:00,Congratulations on retaining your WBC Super Bantamweight Title. You have done Kenya proud. An impress ,102,6,sports,positive
williamsruto,1447922169183354880,2021-10-12 13:48:40+00:00,The Hustler Nation supporters must scrutinise and understand the Bottom Up Economic Development Model that aims to ,115,17,,neutral
railaodinga,1507681980925849603,2022-03-26 11:32:50+00:00,RT A day of reflection and prayer at the Catholic Women Association's special celebration of the annunciation in Meru County. ,126,14,,neutral
williamsruto,1451513194447507458,2021-10-22 11:38:08+00:00,"At Mumias Town, Kakamega County, drumming up support for the revolutionary Bottom Up Economic Development Model. ",113,3,,positive
railaodinga,894826988996669444,2017-08-08 07:45:53+00:00,Early morning interview at home before heading out to vote. YourVoteYourVoice ,78,6,,neutral
railaodinga,860204063929094144,2017-05-04 18:46:45+00:00,NASA is home to people from all over the country. We have scrutinized the numbers and are certain that we are now 10MillionStrong,129,6,space,positive
railaodinga,1507682883795918852,2022-03-26 11:36:25+00:00,Khwisero Hoyee Tutatembea pamoja hadi mwisho. Asanteni kwa mapokezi mema. AzimioMtaaniKakamega ,95,11,,neutral
railaodinga,1466050852729327617,2021-12-01 14:25:35+00:00,Congratulations to Nakuru on becoming Kenya's fourth city after being conferred a city charter by President Uhuru K ,116,6,,positive
railaodinga,1426155558902640640,2021-08-13 12:15:56+00:00,"To the Ndwiga family that has sadly had to bury their sons Emmanuel and Benson today, my sincere condolences. My pr ",116,15,family,neutral
railaodinga,1469263412995792898,2021-12-10 11:11:09+00:00,Nawapenda. AzimioLaUmoja Inawezekana ,37,11,,neutral
railaodinga,1022454686337716224,2018-07-26 12:12:48+00:00,The family of the late Vice President Michael Kijana Wamalwa paid me a courtesy call at Capital Hill sq earlier tod ,116,15,family,neutral
railaodinga,1101429733890371585,2019-03-01 10:31:26+00:00,We must reject attempts by this enterprise to turn the war against them into an affair of their communities and we ,115,10,,neutral
railaodinga,1456940440373059594,2021-11-06 11:04:04+00:00,One Love Engineer. Inawezekana RailaInNyandarua ,48,3,love,neutral
williamsruto,1507312825240375299,2022-03-25 11:05:56+00:00,Governor Samuel Tunai brings in valuable leadership experience that will help steer Narok County and the nation to ,115,0,politics,positive
williamsruto,1433808919164489741,2021-09-03 15:07:39+00:00,Met the Trustees of the East African Ramgarhia Board and the Ramgarhia Youth Association in the company of the Dago ,116,16,,neutral
railaodinga,1366787541236670465,2021-03-02 16:28:38+00:00,Mzee John Mwavuda is a person I ll be forever indebted to and I will support a project that is close to his heart t ,116,8,family,positive
williamsruto,1485523384121401345,2022-01-24 08:02:29+00:00,Starehe MP Charles Njagua alias Jaguar joins the United Democratic Alliance. The Hustler Nation continues to grow. ,115,17,politics,positive
railaodinga,1248264909126762496,2020-04-09 15:02:00+00:00,"Let s use this unusual Easter to reflect on our faith as a nation, stand with one another as a people and pray for ",115,7,family,positive
railaodinga,1457312778235129857,2021-11-07 11:43:36+00:00,"RT Baba the Rt Hon in Eastleigh, Nairobi County. Inawezekana ",61,9,,neutral
williamsruto,1440263866416435205,2021-09-21 10:37:19+00:00,"In Makueni County, addressed wananchi and smallscale traders in Emali, Sultan Hamud and Salama towns agreed to pus ",115,8,,neutral
railaodinga,1408034869570150403,2021-06-24 12:10:47+00:00,"I will dearly miss Jakoyo Midiwo. An astute debater, a man of his word and honor, Jakoyo had a rare ability to wo ",114,0,,neutral
williamsruto,1411578917274722307,2021-07-04 06:53:34+00:00,"Sunday service at Presbyterian Church of East Africa PCEA Umoja, Embakasi West, Nairobi County. ",96,2,,neutral
railaodinga,882489556498558976,2017-07-05 06:41:20+00:00, ,1,0,,neutral
williamsruto,1501576178863329281,2022-03-09 15:10:33+00:00,"Through Government financial intervention, millions of livelihoods will be uplifted. ",85,1,,positive
railaodinga,1446817174279053314,2021-10-09 12:37:49+00:00,Made brief stopovers in Naivasha town. I m happy to see our people coming together. Our journey continues. ,107,18,,positive
railaodinga,1409791811577581569,2021-06-29 08:32:15+00:00,Happy to note that Kenya is paying attention to the revival of the sector.,74,5,,positive
williamsruto,1522579598919225350,2022-05-06 14:10:39+00:00,"We must make agriculture a business by supporting farmers through a subsidy programme, value addition and agro proc ",116,1,,positive
railaodinga,1208028176967966720,2019-12-20 14:15:36+00:00,Joined the people of Homabay as they bade a final farewell to the late Mama Dorcas Akumu Ajwang . She gave us disti ,116,15,family,neutral
williamsruto,1445040567558320132,2021-10-04 14:58:13+00:00,The Hustler Nation is keen on mobilising efforts and resources through the Bottom Up Economic Development Plan that ,116,17,,positive
williamsruto,1479865484413706241,2022-01-08 17:20:00+00:00,... ,4,0,,neutral
railaodinga,1350774462262759424,2021-01-17 11:58:22+00:00,"I enjoyed the Sunday service at Sts. Joachim and Anne Catholic Church, Kayole. The joyful congregation exhibited ze ",116,2,,positive
railaodinga,918400987471269889,2017-10-12 09:00:33+00:00,"I value greatly the wise counsel that Justin Welby, Archbishop of Canterbury, imparted when I paid a courtesy call ",115,18,,positive
williamsruto,1497149469254725636,2022-02-25 10:00:23+00:00,I salute leaders from Narok County for embracing consensus as a way of identifying contenders for the various seats ,116,0,politics,positive
railaodinga,865271831380586496,2017-05-18 18:24:15+00:00, Make sure to carry a spare,27,16,,neutral
williamsruto,1453751678839271427,2021-10-28 15:53:04+00:00,"At Kilome, Eenzai, Sultan Hamud and Kasikeu Towns in Kilome Constituency, Makueni County, engaged smallscale busine ",116,3,,neutral
railaodinga,1101429400745193473,2019-03-01 10:30:07+00:00,"Our party must sensitize our people across the country to reject, name and shame those involved in this crime again ",116,16,,neutral
railaodinga,1425451363081887751,2021-08-11 13:37:43+00:00,We had a great discussion this afternoon. ,42,12,,positive
williamsruto,1469682210852810760,2021-12-11 14:55:19+00:00,Joined thousands of Turkana County residents in the celebration of the sixth Tobong'u Lore Edition in the company o ,116,14,,positive
railaodinga,1335525518603657216,2020-12-06 10:04:31+00:00,Congratulations Evans Chebet and Lawrence Cherono on the 1st and 2nd place finish at the ValenciaMarathon. Congrat ,115,0,sports,positive
railaodinga,835485143955607552,2017-02-25 13:42:35+00:00,We will address the problem of land subdivision to ensure economical farming. NASAInEldoret,91,2,,neutral
railaodinga,1521172715138342913,2022-05-02 17:00:11+00:00,"Kutus, Kirinyaga County your energy is outstanding and your response to the Azimio message and support for our coal ",116,17,,positive
williamsruto,1415641542723768324,2021-07-15 11:56:59+00:00,"Hosted the U20 Barthes Trophy 2020 winners for lunch at the Karen Residence, Nairobi County. ",93,12,sports,neutral
railaodinga,1529867434991263744,2022-05-26 16:49:54+00:00,Thanks for the Love Busia. Inawezekana ,39,8,love,positive
railaodinga,894490357475401728,2017-08-07 09:28:14+00:00,Press conference on meeting with EU observers. ,47,14,,neutral
railaodinga,1432695429767090176,2021-08-31 13:23:03+00:00,I had the opportunity to listen to members of the Somali Business Community this afternoon. They raised pertinent i ,116,12,,positive
railaodinga,1427577564848087061,2021-08-17 10:26:29+00:00,"We must therefore urgently embark on uniting, not dividing our people. Not pitting people against each other. Not ",114,7,,neutral
williamsruto,1455907578836357128,2021-11-03 14:39:50+00:00,Joined constituents of Juja at MP George Koimburi's thanksgiving service at Juja Grounds addressed residents of Nd ,115,3,,neutral
railaodinga,909418230590164992,2017-09-17 14:06:17+00:00,Kenyans spoke in a loud voice on August 8th giving us victory however the will of the majority was subverted ,109,0,,neutral
williamsruto,1460280070308868105,2021-11-15 16:14:34+00:00,"I was elated to engage residents of Makutano, Ruiri and Kiirua in Meru County. It is your love that gives me the im ",116,11,love,positive
williamsruto,1536752970993475585,2022-06-14 16:50:34+00:00,Kenya Kwanza will form a Government that listens to the ordinary people s needs and aspirations. Our priority will ,115,18,politics,neutral
